name,grade,birth_date_hijri,death_date_hijri,reliability_grade
Mahabba bint ar-Rabi' ibn 'Amr ( محبة بنت الربيع بن عمرو بن أبي زهير ( رضي الله عنها,Comp.(RA),,,Thiqa
Muhammad bin 'Abdur Rahman ( محمد بن عبد الرحمن بن أبي بكر ( رضي الله عنه,Comp.(RA),,,Thiqa
Umm Haram bint Milhan ( أم حرام بنت ملحان ( رضي الله عنها,Comp.(RA) [1st Generation],,28.0,Thiqa
Huzayla bint 'Utba ibn 'Amr ( هزيلة بنت عتبة بن عمرو ( رضي الله عنها,Comp.(RA),,,Thiqa
Zayd ibn Kharija ibn Zayd ( زيد بن خارجة بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],,30.0,Thiqa
'Adi ibn Hatim al-Tayyi' ( عدي بن حاتم الطائي ( رضي الله عنه,Comp.(RA) [1st Generation],,68.0,Thiqa
Ibn Umm Maktum ( عبد الله بن أم مكتوم الأعمى القرشي ( رضي الله عنه,Comp.(RA) [1st Generation],,14.0,Thiqa
Jamila bint Sa'd ibn ar-Rabi' ( أم سعد/ أم خارجة/جميلة بنت سعد بن الربيع ( رضي الله عنها,Comp.(RA) [1st Generation],3.0,,Thiqa
'Amra bint Hazm ibn Zayd ( عمرة بنت حزم الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
al-Harith ibn Nawfal ibn al-Harith ( الحارث بن نوفل بن الحارث ( رضي الله عنه,Comp.(RA) [1st Generation],,34.0,Thiqa
'Umayr bin Wahb ( عمير بن وهب بن خلف ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
Yazid bin Abi Sufyan ( يزيد بن أبي سفيان ( رضي الله عنه,Comp.(RA) [1st Generation],,18.0,Thiqa
Abu 'Umair bin Abi Talha ( أبو عمير بن أبي طلحة زيد بن سهل الأنصاري ( رضي الله عنه,Comp.(RA),,,Thiqa
Umama bint As-Samit ( أمامة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),,,Thiqa
Suhyal bin Bayda' ( سهيل بن بيضاء القرشي ( رضي الله عنه,Comp.(RA),,9.0,Thiqa
Umm Khultum bint Suhayl ( أم كلثوم بنت سهيل بن عمرو ( رضي الله عنها,Comp.(RA),,,Thiqa
Abu Sibrah bin Abi Ruhm ( أبو سبرة بن أبي رهم بن عبد العزي ( رضي الله عنه,Comp.(RA),,30.0,Thiqa
Fatima bint Qays ( فاطمة بنت قيس ( رضي الله عنها,Comp.(RA) [1st Generation],,65.0,Thiqa
Ad-Dahhak bin Qays ( الضحاك بن قيس بن خالد ( رضي الله عنه,Comp.(RA) [1st Generation],,65.0,Thiqa
Thabit bin As-Samit ( ثابت بن الصامت بن قيس بن أصرم ( رضي الله عنه,Comp.(RA),,,Thiqa
Abu Burzah al-Aslami ( أبو برزة الأسلمي ( رضي الله عنه,Comp.(RA) [1st Generation],,65.0,Thiqa
Khawla bint As-Samit ( خولة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),,,Thiqa
Abu Talha Ansari ( أبو طلحة الأنصاري زيد بن سهل بن الأسود ( رضي الله عنه,Comp.(RA) [1st Generation],,34.0,Thiqa
Addas ( عداس مولى شيبة بن ربيعة ( رضي الله عنه,Comp.(RA),,,Thiqa
Arwa bint 'Abd al-Muttalib ( أروى بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),,,Thiqa
Ka'b bin Jimaz(Himar) bin Tha'laba ( كعب بن جماز بن مالك ( رضي الله عنه,Comp.(RA),,,Thiqa
"Qatada ibn al-Nu'man ( ذو العينين , قتادة بن النعمان بن زيد ( رضي الله عنه",Comp.(RA) [1st Generation],,22.0,Thiqa
'Utba bin Rabai'a bin Khalid ( عتبة بن ربيعة بن خالد ( رضي الله عنه,Comp.(RA),,,Thiqa
Ma'mar bin Harith bin Ma'mar ( معمر بن الحارث بن معمر ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
'Amr bin Iyyas bin Zayd ( عمرو بن إياس ( رضي الله عنه,Comp.(RA),,,Thiqa
Salma ibn al-Akwa ( سلمة بن الأكوع ( رضي الله عنه,Comp.(RA) [1st Generation],,74.0,Thiqa
Suhayl ibn 'Amr ( سهيل بن عمرو العامرية ( رضي الله عنه,Comp.(RA),,18.0,Thiqa
Thabit bin Qays b. Shammas ( ثابت بن قيس بن الشماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,12.0,Thiqa
'Ady bin Qays bin Hudhafa al-Sahmi ( عدي بن قيس بن حذافة السهمي ( رضي الله عنه,Comp.(RA),,,Thiqa
Umayma bint Ady bin Qays bin Hudhafa ( أميمة بنت عدي بن قيس بن حذافة السهمي ( رضي الله عنها,Comp.(RA),,,Thiqa
Wahshy ibn Harb ( وحشي بن حرب الحبشي ( رضي الله عنه,Comp.(RA) [1st Generation],,30.0,Thiqa
Yasir ibn 'Amir ( ياسر بن عامر بن مالك ( رضي الله عنه,Comp.(RA),,7.0,Thiqa
Zaynab bint Abi Salamah ( زينب بنت أبي سلمة  ( رضي الله عنها,Comp.(RA) [1st Generation],,73.0,Thiqa
Salamah bin Abi Salamah ( سلمة بن أبي سلمة بن عبدالأسد ( رضي الله عنه,Comp.(RA),,,Thiqa
'Umar bin Abi Salamah ( عمر بن أبي سلمة بن عبد الأسد ( رضي الله عنه,Comp.(RA) [1st Generation],,83.0,Thiqa
Durrah bintt Abi Salamah ( درة بنت أبي سلمة بن عبدالأسد ( رضي الله عنها,Comp.(RA),,,Thiqa
Duba'a bint Az-Zubair ( ضباعة بنت الزبير بن عبد المطلب الهاشمية ( رضي الله عنها,Comp.(RA) [1st Generation],,,Thiqa
Umm al-Hakam bint Az-Zubair ( أم الحكم بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA) [1st Generation],,,Thiqa
Safiyya bint Az-Zubair ( صفية بنت الزبير بن عبد المطلب بن هاشم ( رضي الله عنها,Comp.(RA),,,Thiqa
'Itban bin Malik bin 'Amr ( عتبان بن مالك بن عمرو بن العجلان ( رضي الله عنه,Comp.(RA) [1st Generation],,50.0,Thiqa
Layla bint Ri'ab bin Hunayf ( ليلى بنت رئاب بن حنيف ( رضي الله عنها,Comp.(RA),,,Thiqa
'Asma bin Ri'ab bin Hunayf ( عصمة بن رئاب بن حنيف ( رضي الله عنه,Comp.(RA),,12.0,Thiqa
Thabit bin Hazzal ( ثابت بن هزال بن عمرو ( رضي الله عنه,Comp.(RA),,12.0,Thiqa
'Amra bint Hazzal ( عمرة بنت هزال بن عمرو ( رضي الله عنها,Comp.(RA),,,Thiqa
Abaan bin Sa'id ibn al-'As ( أبان بن سعيد بن العاص بن أمية ( رضي الله عنه,Comp.(RA),,13.0,Thiqa
Umm az-Zubayr bint Az-Zubair ( أم الزبير بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA),,,Thiqa
Rabi' bin Iyas b. 'Amr ( الربيع بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),,,Thiqa
Abd' bin Jahsh ( عبد بن جحش بن رئاب ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
Wazfah/Waraqa bin Iyas b. 'Amr ( وذفة بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),,12.0,Thiqa
'Aatika bint 'Abd al-Muttalib ( عاتكة بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),,,Thiqa
al-Mujadhar bin Ziyad b. 'Amr ( المجذر بن زياد بن عمرو ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
'Ubada bin al-Hashas b. 'Amr ( عبدة بن الحسحاس بن عمرو ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
Bahhath bin Tha'laba bin Hazama ( بحاث بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abdullah bin Tha'laba bin Hazama ( عبد الله بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),,,Thiqa
Yazid bin Tha'laba bin Hazama ( يزيد بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),,,Thiqa
"Abu Fakih, Aflah bin Yasar ( أبو فكيهة الجهمي مولى صفوان بن أمية ( رضي الله عنه",Comp.(RA),,,Thiqa
Aflah ( أفلح بن أبي القعيس،،و أخوأبي القعيس ( رضي الله عنه,Comp.(RA),,,Thiqa
Aflah ( أفلح مولى رسول الله صلى الله عليه وسلم  ( رضي الله عنه,Comp.(RA),,,Thiqa
Aflah Client of Umm Salamah ( أفلح مولى أم سلمة ( رضي الله عنه,Comp.(RA),,,Thiqa
Kharija ibn Zayd ( خارجة بن زيد بن أبى زهير ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
'Amra bint Rawaha ( عمرة بنت رواحة بن ثعلبة ( رضي الله عنها,Comp.(RA),,,Thiqa
Simak ibn Sa'd ( سماك بن سعد بن ثعلبة ( رضي الله عنه,Comp.(RA),,,Thiqa
al-Nu'man bin Bashir ibn Sa'd ( النعمان بن بشير ( رضي الله عنه,Comp.(RA) [1st Generation],1.0,65.0,Thiqa
Umayya or Ubayya bint Bashir ibn Sa'd ( أميمة بنت بشير بن سعد الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Khallad ibn Suwayd b. Tha'laba ( خلاد بن سويد بن ثعلبة الأنصاري ( رضي الله عنه,Comp.(RA),,5.0,Thiqa
al-Saib bin Khallad bin Suwayd ( السائب بن خلاد بن سويد الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,71.0,Thiqa
Mandwas bint Khallad bin Suwayd ( مندوس بنت خلاد بن سويد الأنصاري ( رضي الله عنها,Comp.(RA),,,Thiqa
Unaysa or Nufaysa bint Qays ( أنيسة ويقال نفيسة بنت ثعلبة بن زيد ( رضي الله عنها,Comp.(RA),,,Thiqa
Subay' bin Qays bin 'Aysha ( سبيع بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abbad bin Qays bin 'Aysha ( عباد بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),,8.0,Thiqa
Yazid bin al-Harith ibn Qays ( يزيد بن الحارث بن قيس ( رضي الله عنه,Comp.(RA),,2.0,Thiqa
Hurayth bin Zayd ( حريث بن زيد بن ثعلبة ( رضي الله عنه,Comp.(RA),,,Thiqa
Sufyan bin Nasr bin 'Amr ( سفيان بن نسر بن عمرو بن الحارث ( رضي الله عنه,Comp.(RA),,,Thiqa
Khubayb bin Isaf ( خبيب بن إساف ( رضي الله عنه,Comp.(RA),,30.0,Thiqa
Jamila bint 'Abdullah ibn Ubayy ( جميلة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),,,Thiqa
Zaynab bint Qays b. Shammas ( زينب بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Unaysa bint Khubayb bin Isaf ( أنيسة بنت خبيب بن إساف ( رضي الله عنها,Comp.(RA) [1st Generation],,,Thiqa
Umm Thabit bint Qays b. Shammas ( أم ثابت بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Kabsha bint Waqid bin 'Amr ( كبشة بنت واقد بن عمرو الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Muhammad bin Thabit ibn Qays b. Shammas ( محمد بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,63.0,Thiqa
Zaynab bint Thabit ibn Qays b. Shammas ( زينب بنت ثابت بن قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
'Abdullah bin Thabit ibn Qays b. Shammas ( عبد الله بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),,63.0,Thiqa
'Abdur Rahman bin Thabit ibn Qays ( عبد الرحمن بن ثابت بن قيس الأنصاري ( رضي الله عنه,Comp.(RA),,,Thiqa
Yahya bin Thabit ibn Qays ( يحيى بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),,63.0,Thiqa
Qurayba bint Zayd ( قريبة بنت زيد بن عبد ربه الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Tamim bin Ya'ar bin Qays ( تميم بن يعار بن قيس بن عدي ( رضي الله عنه,Comp.(RA),,,Thiqa
Yazid/Zayd bin al-Muzayyan bin Qays ( يزيد بن المزين بن قيس بن عدي ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abdullah bin 'Umair ( عبد الله بن عمير ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abdullah bin 'Urfuta bin 'Adi ( عبد الله بن عرفطة بن عدي بن أمية ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abdullah bin 'Abdullah ibn Ubayy ( عبد الله بن عبد الله بن أبي بن سلول ( رضي الله عنه,Comp.(RA),,12.0,Thiqa
Mulayka bint 'Abdullah ibn Ubayy ( مليكة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),,,Thiqa
Ramla bint 'Abdullah ibn Ubayy ( رملة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),,,Thiqa
Umm Sa'd/Sa'id bint 'Abdullah ibn Ubayy ( أم سعد بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),,,Thiqa
'Ubada bin 'Abdullah ibn Ubayy ( عبادة بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),,,Thiqa
Muhammad bin 'Abdullah ibn Ubayy ( محمد بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),,,Thiqa
Ma'mar bin 'Abdullah ibn Ubayy ( معمر بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),,,Thiqa
'Abdullah bin 'Abs ( عبد الله بن عبس ( رضي الله عنه,Comp.(RA),,,Thiqa
Umm Malik bint Ubayy bin Malik ( أم مالك بنت أبي بن مالك الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Zayd bin Wadi'a b. 'Amr ( زيد بن وديعة بن عمرو بن قيس ( رضي الله عنه,Comp.(RA),,,Thiqa
Zaynab bint Sahl bin al-Sa'b ( زينب بنت سهل بن الصعب بن قيس ( رضي الله عنها,Comp.(RA),,,Thiqa
Rifa'a bin 'Amr bin Zayd ( رفاعة بن عمرو بن زيد بن عمرو ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
Ma'bad bin 'Abbad b. Qushayr ( أبو حميضة/معبد بن عباد بن قشير بن العدم ( رضي الله عنه,Comp.(RA),,,Thiqa
Mu'adha bint 'Abdullah bin 'Amr ( معاذة بنت عبد الله بن عمرو ( رضي الله عنها,Comp.(RA),,,Thiqa
Aws bin Khawli ( أوس بن خولى بن عبد الله بن الحارث ( رضي الله عنه,Comp.(RA),,35.0,Thiqa
Khawla bint Khawli ( خولة بنت خولى بن عبد الله الأنصارية ( رضي الله عنها,Comp.(RA),,,Thiqa
Fushum bint Aws bin Khawli ( فسحم بنت أوس بن خولي ( رضي الله عنها,Comp.(RA),,,Thiqa
'Abdullah bin Rabi' bin Qays ( عبد الله بن الربيع بن قيس بن عمرو ( رضي الله عنه,Comp.(RA),,,Thiqa
Na'ila bint Rabi' bin Qays ( نائلة بنت الربيع بن قيس بن عامر ( رضي الله عنها,Comp.(RA),,,Thiqa
Abu Zayd al-Ansari ( أبو زيد الأنصاري ( رضي الله عنه,Comp.(RA),,16.0,Thiqa
Rafi' bin Malik bin al-'Ajlan ( رافع بن مالك بن العجلان ( رضي الله عنه,Comp.(RA) [1st Generation],,3.0,Thiqa
Malik bin Rafi' bin Malik ( مالك بن رافع بن مالك بن العجلان ( رضي الله عنه,Comp.(RA),,,Thiqa
Rifa'a bin Rafi' bin Malik bin al-'Ajlan ( رفاعة بن رافع بن مالك بن العجلان ( رضي الله عنه,Comp.(RA) [1st Generation],,42.0,Thiqa
Khallad bin Rafi' bin Malik ( خلاد بن رافع بن مالك بن العجلان ( رضي الله عنه,Comp.(RA),,,Thiqa
Yahya bin Khallad bin Rafi' bin Malik ( يحيى بن خلاد بن رافع بن مالك ( رضي الله عنه,Comp.(RA) [1st Generation],9.0,129.0,Thiqa
Umm Rafi' bint 'Uthman ibn Khalida ( أم رافع بنت عثمان الزرقية ( رضي الله عنها,Comp.(RA),,,Thiqa
Umama bint 'Uthman ibn Khalida ( أمامة بنت عثمان بن خالدة الأنصارية الزرق ( رضي الله عنها,Comp.(RA),,,Thiqa
Al Aswad bin Nawfal ( الأسود بن نوفل بن خويلد ( رضي الله عنه,Comp.(RA),,,Thiqa
'Amir ibn al-Akwa' ( عامر بن الأكوع ( رضي الله عنه,Comp.(RA),,7.0,Thiqa
Thabit bin Khalid bin al-Nu'man ( ثابت بن خالد بن النعمان ( رضي الله عنه,Comp.(RA),,4.0,Thiqa
'Umara bin Hazm ibn Zayd ( عمارة بن حزم بن زيد ( رضي الله عنه,Comp.(RA),,12.0,Thiqa
Suraqa bin Ka'b bin 'Amr ( سراقة بن كعب بن عمرو ( رضي الله عنه,Comp.(RA),,50.0,Thiqa
Haritha bin al-Nu'man ( حارثة بن النعمان بن نفع ( رضي الله عنه,Comp.(RA),,40.0,Thiqa
Sulaym bin Qays bin Qahd ( سليم بن قيس بن قهد ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
Suhayl bin Rafi' ( سهيل بن رافع بن أبي عمرو ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
Mas'ud bin Aws bin Zayd ( مسعود بن أوس بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],,20.0,Thiqa
Abu Khuzayma bin Aws bin Zayd ( أبو خزيمة بن أوس بن زيد ( رضي الله عنه,Comp.(RA),,30.0,Thiqa
Rafi' bin al-Harith bin Sawad ( رافع بن الحارث بن سواد ( رضي الله عنه,Comp.(RA),,30.0,Thiqa
Sahl bin Rafi' ( سهل بن رافع بن أبي عمرو ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
al-Nu'man bin 'Amr bin Rifa'a ( النعمان بن عمرو بن رفاعة ( رضي الله عنه,Comp.(RA),,50.0,Thiqa
'Amir bin Mukhallad ( عامر بن مخلد بن الحارث ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
'Abdullah bin Qays ( عبد الله بن قيس بن خلدة ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
Thabit bin 'Amr bin Zayd ( ثابت بن عمرو بن زيد ( رضي الله عنه,Comp.(RA),,3.0,Thiqa
Rabi'a bin 'Amr ( ربيعة بن عمرو ( رضي الله عنه,Comp.(RA),,,Thiqa
'Adi bin al-Zaghba' ( عدي بن أبي الزغباء الجهني ( رضي الله عنه,Comp.(RA),,20.0,Thiqa
Wadi'a bin 'Amr ( وديعة/رفاعة بن عمر ( رضي الله عنه,Comp.(RA),,,Thiqa
'Usayma ( عصيمة الأشجعي حليف بني النجار ( رضي الله عنه,Comp.(RA),,50.0,Thiqa
Abu al-Hamra ( أبو الحمراء مولى الحارث بن رفاعة ( رضي الله عنه,Comp.(RA),,,Thiqa
Ubbay bin Mua'dh bin Anas ( أبي بن معاذ بن أنس ( رضي الله عنه,Comp.(RA),,4.0,Thiqa
Anas bin Mua'dh bin Anas ( أنس بن معاذ بن أنس ( رضي الله عنه,Comp.(RA),,4.0,Thiqa
Aus bin Thabit ( أوس بن ثابت بن المنذر ( رضي الله عنه,Comp.(RA),,35.0,Thiqa
"Abu Shaykh bin Thabit ( أبو شيخ , أبي بن ثابت ( رضي الله عنه",Comp.(RA),,4.0,Thiqa
'Asma bin al-Husain bin Wabara ( عصمة بن الحصين بن وبرة ( رضي الله عنه,Comp.(RA),,,Thiqa
Bujayr bin Abi Bujayr ( بجير بن أبي بجير العبسي ( رضي الله عنه,Comp.(RA) [3rd Generation],,,Thiqa
Tha'laba bin 'Amr bin Mihsan ( ثعلبة بن عمرو بن محصن ( رضي الله عنه,Comp.(RA) [1st Generation],,15.0,Thiqa
al-Harith bin al-Samma ( الحارث بن الصمة بن عمرو ( رضي الله عنه,Comp.(RA),,4.0,Thiqa
Sahl bin 'Atik ( سهل بن عتيك بن النعمان ( رضي الله عنه,Comp.(RA),,,Thiqa
"Abu Akhzam/Ahzam bin 'Atik (  أبو أخزم , الحارث بن عتيك بن النعمان ( رضي الله عنه",Comp.(RA),,15.0,Thiqa
Abu 'Amra bin 'Amr bin Mihsan ( أبو عمرة الأنصاري النجاري ( رضي الله عنه,Comp.(RA) [1st Generation],,36.0,Thiqa
